x,alpha,beta,y
1.774507588,1.577777121,2.698668806,0.169085128
2.098004139,2.261762269,2.743121105,0.106048827
2.679320724,2.592398672,2.916308161,0.084101057
1.585335026,2.321966914,1.461251873,0.217846026
2.490409892,2.725520228,2.221860484,0.113310264
1.032459676,2.646880791,2.961579558,0.028355886
1.604030665,1.776998484,1.829537007,0.221890756
2.786198025,2.148554223,1.21249989,0.200949571
2.841490514,2.173329389,2.224294403,0.153781978
1.918870806,1.11415163,1.895377774,0.202973416
1.966037917,1.713223489,1.157287833,0.253101631
1.65412349,2.695109687,1.309098353,0.208610605
1.03065189,1.898178909,1.706961749,0.211817792
1.824347197,1.998071428,2.662580514,0.129897953
1.13642976,2.928024672,1.798276739,0.06512881
1.269852016,2.703582585,2.336936183,0.056756461
2.963347056,2.741770963,2.382357283,0.110764588
2.250458574,1.358938411,2.479201452,0.176541098
2.767817199,2.324392141,1.745329403,0.182487421
2.512377655,1.039447494,1.426751209,0.125874032
2.403689988,1.717412033,1.497567284,0.206512267
1.525411616,1.235159387,1.659905636,0.25902205
2.277634458,1.667541306,2.561465786,0.164307841
1.136867038,2.927192198,2.727559541,0.023902352
2.110396717,1.072432868,1.937119159,0.18144405
2.954292993,2.398850684,1.828779825,0.17130669
2.414949201,2.748000302,1.14369343,0.243437756
1.885885605,1.728118777,2.767236509,0.151235004
2.093586791,1.091673556,2.685521685,0.174821456
2.58776876,2.309113003,2.402110148,0.133206321
1.782475099,2.166108323,1.682525632,0.203672991
2.673298843,2.016897921,2.325457125,0.155831438
1.764980368,2.688603551,2.412925132,0.076834253
2.996580295,2.553576899,1.614838261,0.183147521
1.007837208,2.184381067,1.846828623,0.140151033
2.600608222,1.098971513,1.165591121,0.104819461
1.434290883,2.284174739,1.734788614,0.170896355
1.871302659,2.946109015,2.417095557,0.060881398
1.973324193,2.225497788,2.270018558,0.139212821
1.393919268,1.011157196,1.779993804,0.257662968
1.115100437,1.237154586,1.36378053,0.339457431
1.654795102,1.104173387,2.774347926,0.198080774
2.746098256,1.627012061,1.253764385,0.162681594
1.531457636,2.140505713,1.316285459,0.264161723
1.418363687,2.40266609,2.243393913,0.100065071
2.385783806,2.597605928,1.457976157,0.205513247
2.117473895,1.148168089,2.768185476,0.173050189
1.087537871,2.204992387,2.396218814,0.092612195
2.408368422,2.318265805,1.384871239,0.223029641
2.82099614,2.175575228,1.967497334,0.170197776
1.738039398,2.865870176,2.057095333,0.085978854
1.151439031,2.066440477,2.130071106,0.137762184
2.622868651,2.562015757,1.46225711,0.203874479
2.977386117,2.871767067,2.589541515,0.089087191
2.861534377,1.431762155,1.216978157,0.127771311
2.049855637,1.07834544,1.377177882,0.176053847
1.466439703,2.148268294,1.752091707,0.187927235
2.07406657,2.559583611,2.176713083,0.118429627
2.166012975,1.398862696,1.734100893,0.203658709
2.744732419,1.983217792,2.257616647,0.160257089
1.667827062,2.784878502,2.15693079,0.081677528
2.039977487,1.74160811,2.339778533,0.176019484
1.65082609,1.948403492,2.232548261,0.16399397
2.344635468,1.074282649,1.882217761,0.161489655
2.107041157,1.155001469,1.77002659,0.189509025
2.551724904,2.626200967,2.569735463,0.097736331
1.639387303,1.28807097,2.904887204,0.184617105
1.804959706,1.129638552,2.965137414,0.183014321
2.450823755,1.072115539,2.366502517,0.156136093
1.746284963,1.685308702,1.710895664,0.235773118
2.586501541,1.701560919,1.943484929,0.182804785
2.789004271,2.123866828,1.024296888,0.186692158
2.047866842,1.586443139,2.636674972,0.168606364
1.982755297,2.612262737,1.751289549,0.155822191
1.06068996,1.784111117,1.444310929,0.281233373
1.522623061,1.665373062,1.225930419,0.301508889
1.091455471,2.132949677,1.369651716,0.239206408
2.762242321,1.918355806,2.552881759,0.147413052
2.844817301,2.851356792,2.468589127,0.095001218
1.755127425,1.393049124,1.994138826,0.222823604
2.919742119,1.569137694,1.074947489,0.122006818
2.372692422,2.53833755,1.745166344,0.172753741
2.008603159,2.988745544,1.682150556,0.129484811
1.417138871,1.93819232,1.246137457,0.297676674
2.833981062,2.3640712,2.600592072,0.119793388
1.404167404,2.888000862,2.523393867,0.041542193
1.44680907,2.729228442,2.761449476,0.04434518
1.935242703,2.430197969,1.05687213,0.284201153
1.74333405,2.418988649,2.793767501,0.078086966
1.404857425,1.271692896,1.922945412,0.254921946
1.626177159,2.511662877,1.585427201,0.175325569
2.984333243,1.083977374,1.224994102,0.080341915
2.177550974,1.302768815,1.138591311,0.175989572
1.431092875,1.9182977,2.406289502,0.146951162
2.401329421,2.209849872,1.742057372,0.192523021
2.251580496,2.473785149,2.590990787,0.100822466
1.713280254,1.864721607,1.694044616,0.228186511
1.271180389,2.933307181,2.037416727,0.056129
2.539234247,1.790163926,1.846626853,0.189587079
1.385750348,1.559144767,1.205607037,0.319332674
1.665433266,2.328557949,2.817250941,0.082343655
2.606742112,2.451818147,1.010928733,0.230939387
2.196120655,1.215440433,2.145209662,0.18410856
1.727916563,1.932282522,1.24063839,0.280157266
2.155314184,2.764766894,2.900224814,0.059655348
1.631835559,1.747760688,1.507134508,0.259615441
1.924763953,1.27160299,2.060692076,0.207483184
1.668031721,1.78712065,1.817538099,0.221330658
2.523288164,2.998737614,2.633096385,0.066965251
1.060186349,2.212423126,1.951821005,0.128008576
2.25442243,1.124563657,1.212545059,0.147361664
1.021946621,2.834364099,1.300906045,0.130394304
1.391020009,1.759732297,1.030492396,0.34300178
2.016873942,2.524368485,1.673978374,0.175881466
2.976638794,1.911266583,1.344516583,0.173638725
1.228965247,1.39656661,2.864534424,0.18311782
1.063288539,2.100184521,2.259384977,0.115271219
1.486972878,1.815925409,1.367177086,0.2821305
2.20057574,1.723880879,2.051635414,0.19206917
2.237531582,1.712643174,1.265082054,0.222164067
1.18477339,2.299960351,2.365602794,0.089373552
1.70982053,1.33382276,2.713301342,0.188393148
2.256075354,2.063830899,2.380685055,0.149490429
1.46575216,1.973186386,1.217932443,0.298412162
1.176878832,1.362025076,1.693501928,0.29026646
2.589241663,2.546579988,2.910166558,0.085725268
2.682589878,1.084289095,2.778474949,0.142656496
2.677725337,2.359376393,2.708602891,0.111762083
1.103460151,2.05546756,1.673540642,0.194305771
2.517302778,2.26726141,2.742350628,0.11416604
1.407924643,1.929558263,1.32479049,0.283859937
2.464374485,1.993284734,1.743186676,0.19736308
2.103617161,2.998270109,1.366331192,0.18619163
1.395252474,2.761268283,2.898458242,0.036236225
1.343196086,2.838319932,1.311400522,0.165211762
1.944266554,2.494287208,1.367419669,0.22548046
2.713125274,1.512923839,2.307419669,0.163876108
1.171310151,2.88706775,2.17122152,0.04637996
1.182447135,1.034917164,2.902964159,0.226446068
2.502974768,2.173711162,2.77264888,0.119376091
1.049178175,2.436094777,2.826893461,0.046212953
1.809719692,1.344781729,2.719499179,0.184206488
2.733361406,2.380425217,2.216543471,0.143133577
2.034332082,1.725650679,1.240945866,0.245040879
2.30493358,1.492135283,2.610313417,0.16818831
2.552746762,1.049320175,2.446322789,0.14815813
1.004735749,1.730684717,1.267870355,0.329319262
1.715255781,1.394623284,2.01895599,0.223751556
2.223310042,2.758375034,1.54857168,0.179210029
1.180684828,2.286542191,2.349210187,0.091817552
2.201485573,1.514189009,2.869186796,0.159238825
2.762811821,1.638411507,1.680365365,0.175762979
2.736408425,2.077868034,1.891544769,0.17890743
1.651692895,1.424943217,1.257529529,0.270927868
1.577937562,2.797970065,2.172300876,0.07487552
1.189471319,2.438221801,1.269328124,0.220641239
1.584587337,2.641266593,1.049248429,0.280698319
2.797583339,1.620044587,1.692100833,0.172450073
1.766661268,1.613920844,2.818208123,0.158987762
1.709031042,1.277502117,2.030874784,0.224519567
2.310279598,1.424380711,2.93663202,0.158029498
1.276745057,1.899288132,2.99805095,0.105161392
2.943026132,1.267304062,2.934340454,0.138536274
2.354410157,1.268398917,1.749461424,0.17850579
2.295949151,2.344097208,1.145703591,0.249864261
2.633733619,2.611234842,2.872124447,0.083949289
2.032825766,2.548773763,2.877021945,0.072743212
1.25539792,1.917433701,2.687465184,0.119868541
1.171092074,2.02492308,2.52949152,0.111804402
2.240314158,2.792845222,1.506539426,0.183384116
1.629303503,1.815722982,1.71461002,0.231182102
1.508750222,1.280517375,1.770835134,0.255707999
2.508957471,1.961630569,1.399867088,0.21186316
1.353272409,2.531894953,2.391332787,0.073002426
2.770836115,1.066913865,2.784260951,0.137459197
1.204808551,1.71002636,2.753446957,0.143187475
1.910616674,2.18515126,1.770595121,0.192218253
2.317015299,2.372056436,2.731639457,0.102509071
2.530752529,1.505515604,1.218908566,0.167910545
1.667323193,1.295940181,1.628296565,0.247334339
2.512465334,1.160561485,1.961144137,0.158516017
1.735975986,1.904922346,2.672312139,0.137284848
1.723837119,1.194945651,2.605158568,0.198731815
1.966805732,1.692244224,2.364603971,0.178620799
1.442705858,2.171669243,1.205766869,0.285025666
2.288989788,1.110172927,2.720986542,0.164118351
1.034495205,1.631276182,2.766104911,0.148960552
2.773466749,1.645985891,2.094112446,0.169290188
2.989540363,2.129024128,1.23500754,0.183890335
1.159301486,1.865402152,1.638801628,0.23456145
2.694805282,2.026422221,2.533239698,0.143529961
2.364654001,2.054804189,1.899198932,0.18648075
2.26562477,2.462668087,2.810094174,0.089523809
2.779273938,2.508417716,2.706484002,0.102989133
1.03550731,2.773327576,2.962846033,0.022498415
1.750641744,1.14806847,2.507835716,0.201474803
1.673657666,1.377254674,1.042724015,0.259120599
1.117997093,1.586415663,2.553091428,0.174606224
2.548131991,1.798673603,2.41017241,0.161860307
1.730876702,2.482136126,2.690020256,0.077405521
1.617634398,2.286835434,2.805818775,0.085156821
2.688416766,1.164961103,2.540765319,0.148554632
2.188072622,1.580156859,2.655202775,0.165641708
2.081896187,1.63138269,1.874172709,0.209209438
2.833580203,2.21527085,2.774991713,0.119828257
1.217740309,1.737854037,2.33547284,0.171567585
2.338094097,2.400746206,1.608342365,0.197460685
1.362035696,1.313566936,2.740930447,0.19906211
2.401535272,1.65287578,2.16711894,0.180907814
2.906091644,1.247553526,2.15926329,0.143073994
1.210924997,2.958870814,1.163710375,0.170365469
2.988100507,2.909223827,2.944724371,0.068710417
1.751267219,2.138450493,2.721803481,0.109561832
1.001866863,1.591261872,2.958118593,0.142312596
2.293492675,2.829103968,2.690965598,0.068846525
2.855233563,2.09553752,2.449271248,0.144164298
2.730204855,1.145607201,2.750460766,0.144028587
2.35227317,2.479796008,1.139143319,0.248380353
1.693161496,1.69930027,1.67260807,0.241188103
1.102495413,1.374136844,2.664861076,0.200610022
2.374754316,1.859831221,1.955902414,0.189110461
2.338062988,1.64118281,2.596149053,0.162825993
2.31672919,2.649515918,1.484632423,0.198534251
1.076527938,2.19143359,1.145666949,0.288775269
2.543276471,2.669965793,2.393789234,0.105900142
1.080464232,1.17849001,1.915804648,0.290114308
1.840934064,2.151355597,1.290685199,0.260851282
2.632503534,2.477411659,2.96187398,0.089125349
1.8344971,1.15974169,2.354105206,0.201376271
1.572540978,1.389962647,1.403327,0.273600732
2.958313142,2.31640882,2.334009247,0.139855379
1.089554724,2.155420206,1.263064128,0.261802708
2.587699943,2.079900576,1.502735191,0.206350528
1.565770809,2.221687159,1.388681001,0.242165873
1.651011392,1.728563338,2.199478966,0.190461733
2.598062457,1.565288147,1.460656359,0.179856142
1.687062163,1.738925786,1.094868632,0.293774484
1.481431968,2.245960971,2.440050219,0.106090751
2.976800347,2.227532977,2.975935299,0.110510822
2.814943812,1.395724428,1.290967398,0.13424948
1.268676843,1.740948908,1.079129098,0.351588787
2.510909952,1.034696941,2.067046913,0.147334364
2.551070894,1.905634505,2.563345832,0.148985624
2.917647334,2.239774002,2.679588741,0.123931238
1.139353434,2.6562983,2.772750391,0.036726494
1.558562449,2.654477562,2.714807376,0.05557635
1.551883822,2.511718777,1.081022177,0.28369556
1.286851832,2.494134406,2.807682256,0.05302863
2.203821175,1.881463928,1.265513519,0.236337769
1.954990439,2.120086037,1.755932744,0.199609819
1.986818129,1.850319167,1.692880708,0.221329351
1.467874495,1.342643123,2.884574858,0.185379349
2.87936569,1.677559579,2.857974516,0.14195308
2.885030691,1.520704957,2.125469559,0.160024378
2.086328159,1.804029539,1.327618681,0.241351144
2.967045745,1.878354254,2.169933027,0.161912794
2.125906649,1.503112869,1.204321307,0.213402743
1.429099115,1.613516302,2.380438185,0.188272165
2.695203287,1.526892098,2.972290212,0.145408971
2.480256563,1.506634722,2.338718075,0.172073485
1.079080159,1.660362382,1.212010985,0.3478882
1.227874741,1.211595987,1.261516868,0.325391779
1.548971318,2.803852806,1.32935305,0.183776111
2.029007776,2.228177946,2.464465374,0.125357786
2.412914538,1.845893975,1.417550657,0.213540163
2.192091509,2.601307946,1.640817295,0.178043577
1.656597296,2.889073792,1.545828769,0.139493941
1.922707694,2.907910613,2.652746568,0.053700113
1.375273584,1.277065432,1.799194484,0.266555723
2.649184514,2.397425116,1.610719982,0.193734962
2.216382831,1.074709975,2.552777802,0.169099027
2.651689659,2.563105397,1.574892894,0.191370579
1.644774008,2.436365502,1.339133611,0.230867114
2.617030264,1.858778026,1.77993676,0.189613356
1.996731833,1.071891466,2.67806443,0.180071735
1.51815812,1.512329622,2.837991998,0.168926929
2.076454843,2.007304269,2.816843133,0.124548377
1.49958073,2.636229057,1.551211176,0.157856936
2.071805114,1.933693289,1.292243225,0.248501761
2.847832113,2.612850596,1.398494287,0.203547477
2.810257675,1.899375532,1.852819775,0.17913817
1.439308704,1.795279126,2.501226989,0.155783611
2.183204711,2.117353336,1.56437099,0.217710377
2.408283986,1.638125574,2.228639886,0.178108832
1.828735373,1.417495947,1.389531202,0.244180466
2.701930675,1.61514924,1.607202973,0.178084459
1.626989425,1.567407242,1.546332828,0.261072716
2.54974634,1.226749091,2.077497708,0.162126499
2.531358583,1.537061933,1.629842438,0.185191346
1.188435154,2.461955728,2.26569725,0.078549591
2.768442002,1.651346266,2.771761191,0.147480071
2.104528855,1.379834104,2.236074127,0.191904539
2.706906103,2.989014136,1.183636382,0.224647397
2.539809153,1.170685459,1.042933051,0.105502136
1.00982606,1.349276515,1.458364511,0.338589441
1.324352203,2.966206823,1.721468139,0.082882724
2.732819571,1.687063578,2.043726571,0.173101323
1.76460055,2.222407245,1.693244447,0.196397115
2.198853469,2.455039975,1.833360713,0.166198792
2.703125042,2.47318715,2.901243413,0.093756142
2.788320955,2.981921728,1.080100351,0.233284593
2.174467136,1.01864199,1.96212971,0.170357588
2.103340646,2.486425719,1.763790207,0.169745118
2.055001,1.714779312,1.310658675,0.240668259
1.475023146,2.02739529,1.157203379,0.306309751
1.790045769,2.591490134,2.115902464,0.109407432
2.473682629,2.815002578,1.682144662,0.162017819
1.897933249,1.178367423,2.246153431,0.200806423
2.068964589,1.174318763,1.847728587,0.194670247
1.940494978,2.436986926,1.421756885,0.220659525
1.180429846,2.763845466,2.888278886,0.029181819
1.113683336,2.636461095,1.284684586,0.17617746
2.536411023,2.00856298,2.048586877,0.174908492
1.381358714,1.019319213,1.805868405,0.259162741
1.284292703,1.447501384,2.832919888,0.17776677
1.07896535,1.768334133,2.467222729,0.150144257
2.834423532,2.393744632,2.276332207,0.138773618
1.887643639,1.03106944,2.090889167,0.196634291
1.073869471,1.855858239,1.766890914,0.212430122
1.223729823,1.009916872,1.380120053,0.299870942
1.563545869,2.999801008,1.334919551,0.159300707
2.955183803,1.509200034,1.464475799,0.146385476
2.808899257,2.228474038,1.509481235,0.197431194
1.336879154,1.582260278,2.06311609,0.220877606
1.193064092,2.446458037,1.4604556,0.17623938
2.104840305,2.409839277,2.865900317,0.086659317
2.296456155,2.232376113,1.588519624,0.208228676
1.072287605,2.570028653,2.555115625,0.047069295
1.112013054,2.232398541,2.414715554,0.089582892
1.921953498,2.801433832,2.599348566,0.063516594
1.099745432,1.3099668,2.668351416,0.210441189
1.208094906,2.151672211,1.541457522,0.208372943
2.661269136,2.30134736,1.707094461,0.188072807
1.156643021,1.740414327,2.733986125,0.138205065
2.793123755,2.566708324,1.185366034,0.219540343
2.765399351,2.713657305,2.697476278,0.088866061
2.48932303,1.604998401,1.236025358,0.184453377
1.023290354,2.816650299,2.618606309,0.027567013
2.94865761,2.915247476,2.20298445,0.112331177
1.272730888,2.578558424,2.629805303,0.052975772
2.926669906,1.712881267,2.874640827,0.139710336
1.235972952,2.577240117,2.665831108,0.049939252
2.709205554,2.738648968,2.606512844,0.091065697
1.34786539,1.313682271,2.925136757,0.188852061
1.242474488,2.31675646,1.017237297,0.319991629
2.941421005,1.761957872,2.730472802,0.143181674
1.112083567,2.648268983,1.500024069,0.130771856
1.170118099,1.291496999,1.372352396,0.329908813
1.929581987,2.450624,2.249102717,0.117501055
2.913181265,2.091540329,2.841577947,0.124462928
2.82749538,1.493033306,2.040314276,0.162507161
1.734273617,1.229674335,2.228474023,0.21358142
1.159895279,2.808163359,1.593207549,0.101134928
1.453477404,2.101430958,1.992084855,0.163304768
1.915479411,2.069756208,2.77408203,0.117886143
2.401347591,1.962043027,2.334041259,0.159851672
2.743460452,2.769833205,1.716835465,0.165230637
1.07180187,1.999758538,2.768988365,0.094953777
1.249385782,2.686340868,1.782298519,0.100062995
2.109413316,2.64190438,1.066958015,0.269275671
1.212794379,1.983105342,1.021888756,0.355924087
2.835072864,1.651065703,2.758563273,0.146668174
2.212928102,1.206537015,1.853160864,0.185046393
2.205788626,2.099504786,2.500628127,0.137824568
2.565639986,1.493650712,2.774900241,0.155219733
1.950080003,2.140177349,2.350053689,0.140523006
2.182459583,1.13545932,1.353058102,0.167532463
1.222578586,2.088366246,2.911921707,0.084328242
2.092821675,1.769655801,2.227296483,0.181055207
1.207514349,1.928959352,1.217284429,0.311081721
2.548424792,1.20247661,2.49802277,0.157939127
1.042712877,1.216226971,2.984599219,0.205908319
2.260827627,1.335960971,1.605171409,0.191456643
1.554660518,1.660641054,2.08510865,0.207843968
1.206647805,1.327424993,1.475279827,0.313429951
1.202612339,1.713844043,1.01128522,0.373858252
1.951970602,2.538041242,1.534125135,0.193664122
2.400642779,2.132097436,2.8280977,0.11820921
2.018872362,1.268779504,2.862330077,0.174042238
2.269439687,2.24689914,1.347913697,0.233231878
1.72984819,2.76804415,2.268259419,0.078018421
1.309590937,1.078735054,1.918368731,0.266160035
1.772216123,2.711470932,1.707803914,0.141769685
2.531257676,2.976769157,1.526910847,0.173144158
2.387738143,1.020456958,2.851571602,0.15299107
2.647010236,1.462091341,1.103951723,0.139309915
1.138749913,2.262977521,2.525735431,0.080795889
2.542262313,1.363837112,1.223455059,0.150048086
1.907153615,1.254253881,2.275401831,0.200693478
2.175387013,1.488787977,1.564917188,0.211019695
1.26362987,1.096447523,1.047194225,0.3053435
2.502092342,1.142414559,1.695233478,0.15232251
2.483408957,2.608809518,1.410601152,0.21042502
1.909752295,1.122337808,2.413431564,0.193591778
1.848428037,1.332794469,2.934477262,0.174274297
1.415904903,2.00748291,2.116115927,0.16094546
2.612403175,1.059101822,2.121006889,0.143713318
1.499835267,2.650917282,1.394737452,0.185560082
1.683377326,1.170867198,1.656486901,0.236508431
1.240512933,1.588451814,1.543123225,0.2858851
2.277493309,2.2181723,2.771102595,0.112250823
2.46269546,1.628806362,2.034930953,0.184133827
2.875020527,2.737441869,2.240379124,0.1198468
2.189470651,2.029430579,2.990527588,0.115178562
2.511011207,1.770302028,1.892927197,0.188667395
1.76652988,2.61649875,1.320502945,0.219755082
2.472980896,1.567261475,1.775609619,0.189623008
1.654216832,1.988310916,2.958949177,0.109295381
2.767386304,2.01593041,1.909369256,0.178009382
2.376849078,2.481280345,2.80430951,0.091144393
2.485049825,1.697718808,1.907138577,0.188686263
2.785838502,2.700185142,1.339097778,0.209742765
1.779620345,1.642602952,1.871027514,0.222379788
1.519920846,2.929266069,1.995295977,0.073797099
2.52041962,1.216877492,2.807659143,0.155147497
1.418386481,2.337511189,1.188248687,0.270781427
1.215722966,1.80425652,1.534008955,0.262485264
1.106290472,1.400050867,2.287986152,0.227119664
2.027311642,2.661026966,1.829554672,0.14287468
2.751561292,2.086284074,2.124682125,0.164203014
1.798860654,2.880963045,1.665493177,0.131145542
1.238236062,2.335709978,2.910333426,0.060135136
2.578497814,2.145494846,1.513322547,0.206825485
2.086661526,2.4881322,1.333572736,0.231608491
2.658827156,1.608647352,1.289361072,0.171306092
1.571174469,1.149863283,1.405058169,0.253522711
1.074180758,2.737540251,2.331280363,0.044219876
2.183516135,1.046834916,2.687906191,0.167700653
1.902923565,1.099609145,1.69542749,0.204106496
1.28119592,1.032118226,1.850081715,0.272032089
2.23763885,2.576441899,1.211970568,0.243717522
1.586545142,1.317381072,1.055146872,0.267962924
1.602350286,1.915931392,2.212616363,0.168517468
1.669951097,2.539020511,2.650355164,0.072212411
1.032196244,1.465594606,1.475273881,0.321963057
2.878029612,2.812974776,1.025491658,0.225725727
1.129148756,1.361432591,2.794092261,0.193471001
1.650119314,1.367152854,1.743802241,0.245224458
1.700671403,1.70795429,2.447047036,0.173194001
2.86489421,1.979056182,1.292282978,0.185411913
1.175834834,1.710124089,2.527796714,0.158442798
1.682726615,1.860174735,2.35719066,0.163875653
1.190440491,1.614562442,2.532799226,0.173311441
1.534989249,2.382873864,1.419244976,0.216748666
1.530752129,2.163437414,2.30900974,0.128036418
1.590898514,1.694572848,2.620660053,0.161987052
1.283939272,2.966436968,1.780802593,0.073996654
2.823059356,1.570342164,1.65461675,0.167113039
1.87804363,1.212303494,1.522287502,0.218604642
1.810249936,1.070907122,2.254644031,0.203004602
2.842200178,2.004336049,1.861054799,0.178189059
2.073228105,2.813776063,1.827977817,0.130373767
1.253099044,2.290561156,1.928838559,0.133754406
2.74263364,2.69922241,1.294968101,0.215358476
1.786594465,1.118906972,1.596479566,0.219615664
1.230529045,2.801217929,1.81295024,0.082958186
2.058541693,1.316904273,1.06131433,0.186690343
2.642786623,1.400643105,1.381299341,0.156188324
2.536949743,1.658289979,1.102347559,0.174410857
2.778122796,2.079040577,1.08810249,0.189837328
1.928422365,2.683353071,1.082673725,0.269692688
2.260841102,2.85982598,1.294747194,0.215343215
2.624246338,1.406833168,1.545635659,0.165644896
1.947789317,2.835922959,2.141845629,0.091391658
1.33626049,1.26521413,2.736887478,0.20523246
1.948249169,2.156984887,1.502179001,0.228298402
2.51444178,1.599760134,1.15971241,0.175596207
2.780665518,1.391108852,2.638055364,0.151907549
2.046544233,2.285358242,1.331466106,0.242618742
2.85513893,2.462349125,1.347271524,0.206478482
1.475335951,2.113761738,2.904045545,0.09249808
2.932628361,2.275584561,1.043395089,0.187377958
1.361588113,1.812461391,1.89629796,0.210223977
2.69425998,2.858667599,2.676366779,0.078433229
2.587001603,2.725917535,2.830522472,0.076894964
2.006653773,2.529156568,2.228978739,0.114421236
1.336330801,2.114577037,2.507499881,0.110111135
1.271635747,2.180965293,2.442609263,0.103182743
2.905383599,1.027659105,2.973577223,0.128461016
1.724867517,1.762837629,2.719019834,0.149469231
1.963157129,1.094470974,2.818536547,0.179174789
1.512336447,1.234428106,1.788660258,0.253666186
1.738065582,1.538569222,1.705801596,0.240708033
2.876544219,2.018856081,2.921400547,0.124860237
2.93881117,1.002495139,1.330699232,0.082846655
1.124095917,2.387660566,1.34674892,0.203522315
1.923920926,2.308560417,1.729405093,0.186351167
1.73069708,1.710662787,1.040749845,0.28710583
1.285342293,1.477010518,1.828706157,0.258388197
2.187331851,2.935189201,2.527563602,0.066763324
2.503755665,2.835909843,2.096004522,0.115858883
1.415224251,1.971337375,1.09649029,0.325273522
2.68760902,1.241659449,2.307046958,0.154479438
2.435585801,2.502648524,2.617357291,0.101527968
1.926593353,1.067705598,1.579744778,0.196330692
1.899695225,1.840765153,1.028802459,0.272420785
1.31667122,1.904355218,1.410391202,0.271939742
1.596468707,2.535579218,1.634081906,0.163028305
2.963130604,1.371522347,2.635287477,0.14480176
1.538219685,2.0674541,2.914213615,0.099313395
1.012972286,2.708759309,2.825058218,0.027557381
1.958452397,2.567377159,2.995031279,0.063938225
1.226997808,1.302565046,2.215970618,0.241799974
1.244221145,1.814207518,1.724120194,0.231075181
1.750578044,1.411716993,2.921174447,0.171733547
2.699939285,2.377583935,1.869339961,0.171048786
1.107927959,2.773450676,2.667126211,0.031779448
2.902191992,1.098166533,1.850239665,0.123615228
1.772829331,1.161080206,1.513068621,0.226016605
1.428520722,2.410123119,2.803792398,0.066214413
1.168904956,2.749403802,1.569311056,0.112417436
1.25950388,1.115031023,2.842897994,0.217528465
1.23365051,1.164233379,1.579531203,0.299833584
2.929385381,1.53875068,1.364365514,0.14552287
1.058164181,2.013334416,2.092990557,0.143557848
1.569819519,2.88884206,1.656132815,0.116890726
1.090321361,2.109775539,1.5918175,0.197901716
2.174249631,1.463119835,1.237972751,0.204445182
1.170472103,2.24825178,2.799550013,0.069950801
2.296077842,1.405040599,1.855035847,0.192173995
2.039301516,1.985583954,2.264959587,0.162783237
2.460663802,1.289219246,2.222645994,0.17031966
1.71305585,1.410273023,2.865457587,0.175269082
2.613249489,1.848818686,1.731373661,0.191566242
2.82469281,2.379876487,1.944706447,0.164252949
2.053302567,1.934720283,2.994813358,0.121348436
2.452376506,1.566515473,1.128559303,0.175880797
1.247669145,1.667727994,1.586683351,0.270803119
1.836168447,2.081975293,2.871926965,0.109143424
1.441341066,2.074651681,1.890501896,0.178332686
2.518804716,2.893050352,2.687888857,0.070963392
1.782758515,2.346404977,2.20948994,0.126037232
1.150315914,1.003616384,1.357888751,0.316133731
1.764435265,1.408685745,1.110398202,0.250485264
1.250681011,1.016582116,1.126703931,0.295746226
1.703074222,2.090907245,2.520287741,0.12634526
2.78390959,2.35529454,1.133954495,0.211888554
2.853477472,2.787183739,2.172420269,0.121486758
1.807700595,1.257038223,2.400834108,0.201521882
1.505454501,2.144183896,2.133990255,0.145129113
2.52169559,1.370538152,2.754475455,0.15817092
1.967600981,2.494227665,2.8241231,0.07765102
2.994543502,1.42083379,1.193043352,0.113205114
2.623780026,1.061058373,2.358210865,0.144896297
2.788887635,2.500798887,1.550635608,0.193685665
2.82042895,2.726356806,2.42074114,0.106315332
2.39430887,2.765026826,2.027334525,0.12472397
1.208627797,1.746686426,1.376832241,0.298288613
2.677537746,1.017998775,2.07132166,0.134510567
1.064007022,1.222301881,1.629084253,0.318434791
1.521507515,2.086801697,1.58589552,0.222088507
2.816848806,1.789696791,2.134731163,0.167809246
1.77207844,1.146212539,1.854534598,0.220497889
1.037202477,2.933579598,1.074688831,0.175777885
2.471852702,2.993435193,1.205077992,0.224763092
2.365057122,2.775483654,2.752762011,0.071539145
1.723089591,2.887772086,1.547238263,0.143844548
2.358486536,1.37618278,2.03075721,0.18347947
2.014851762,2.366434559,2.755193943,0.093702415
1.593067481,2.886683241,1.400739754,0.161586188
2.166124366,1.979735414,2.270802304,0.16335352
2.1106512,2.348665624,2.838614019,0.093431255
1.035605365,2.346693403,1.651786123,0.143654486
2.8927036,1.932329569,2.405727974,0.152391987
2.467586435,2.029493642,1.516648754,0.211156099
2.031695028,2.957103165,1.081527984,0.252359827
1.383893696,1.486691595,1.913596143,0.244456438
2.06307291,2.349047406,1.733952874,0.184514946
1.928791649,2.216508023,1.985871143,0.165496774
2.516765595,2.909018299,1.280629472,0.215740938
2.378448428,1.764352232,1.658287773,0.205230615
2.410578586,1.304382757,1.157059162,0.150028436
2.079709424,1.717387504,1.104910255,0.237824338
1.661885687,1.373436694,2.720993113,0.186697694
2.647348773,1.239426899,1.227510395,0.124698911
1.415701806,1.316169888,2.380235183,0.219701893
1.45188628,2.88831508,1.775322639,0.094028379
2.401515376,2.176675398,1.075464574,0.235773149
1.561173324,2.177212479,1.81563361,0.179292982
2.352898311,1.457308225,2.917185214,0.156607174
2.047431708,2.799884864,1.8024266,0.133684719
2.948332072,1.558460296,1.599108072,0.156540523
2.761280447,2.217786312,1.64348547,0.191705353
